10586614,Community anti-poverty programmes,Active,2024-04-01,,SDG1,11
10816190,Community anti-poverty programmes,Active,2024-04-01,,SDG1,12
10918849,Community anti-poverty programmes,Active,2024-04-01,,SDG1,13
10032021,Policy addressing poverty,Active,2024-04-01,,SDG1,14
10904952,University anti-poverty programmes,Active,2024-04-01,,SDG1,10
10777355,Campus food waste,Active,2024-04-01,,SDG2,2
10841410,Student and employee hunger,Active,2024-04-01,,SDG2,4
10881096,Student and employee hunger,Active,2024-04-01,,SDG2,3
10115134,Student and employee hunger,Active,2024-04-01,,SDG2,7
10837634,Research on hunger,Active,2024-04-01,,SDG2,1
10654933,Student and employee hunger,Active,2024-04-01,,SDG2,6
10947693,Student and employee hunger,Active,2024-04-01,,SDG2,5
10029222,National Hunger,Active,2024-04-01,,SDG2,8
10594673,National Hunger,Active,2024-04-01,,SDG2,11
10051211,National Hunger,Active,2024-04-01,,SDG2,9
10513859,National Hunger,Active,2024-04-01,,SDG2,10
10272449,Collaborations and health services,Active,2024-04-01,,SDG3,2
10381406,Research on Health and Well-Being,Active,2024-04-01,,SDG3,1
10338269,Collaborations and health services,Active,2024-04-01,,SDG3,6
10661513,Collaborations and health services,Active,2024-04-01,,SDG3,3
10881057,Collaborations and health services,Active,2024-04-01,,SDG3,5
10429404,Collaborations and health services,Active,2024-04-01,,SDG3,4
10955289,Collaborations and health services,Active,2024-04-01,,SDG3,7
10515836,Collaborations and health services,Active,2024-04-01,,SDG3,8
10455372,Research on early years and lifelong learning education,Active,2024-04-01,,SDG4,1
10601034,Financial aid to low-income students,Active,2024-04-01,sasdasd,SDG1,2
10110187,Functional GAD Mechanisms,Active,2024-04-01,,SDG5,11
10424134,GAD Budget Allocation and Utilization,Active,2024-04-01,,SDG5,12
10361323,GAD Advocacies,Active,2024-04-01,,SDG5,13
10032763,GAD Advocacies,Active,2024-04-01,,SDG5,14
10897317,GAD Advocacies,Active,2024-04-01,,SDG5,15
10076972,Gender Equality in Instruction ,Active,2024-04-01,,SDG5,16
10949401,Gender Equality in Extension,Active,2024-04-01,,SDG5,17
10070683,Functional GAD Mechanisms,Active,2024-04-01,,SDG5,10
10026232,Women's progress measures for students and employees,Active,2024-04-01,,SDG5,8
10345751,Women's progress measures for students and employees,Active,2024-04-01,,SDG5,7
10745619,Functional GAD Mechanisms,Active,2024-04-01,,SDG5,9
10019051,Water consumption per capita,Active,2024-04-01,,SDG6,2
10503199,Water in the community,Active,2024-04-01,,SDG6,11
10597867,Water in the community,Active,2024-04-01,,SDG6,12
10640812,Water in the community,Active,2024-04-01,,SDG6,13
10153743,Water in the community,Active,2024-04-01,,SDG6,14
10761432,Water usage and care,Active,2024-04-01,,SDG6,6
10414600,Research on clean water and sanitation,Active,2024-04-01,,SDG6,1
10783001,Water Reuse,Active,2024-04-01,,SDG6,8
10505179,Water usage and care,Active,2024-04-01,,SDG6,5
10110224,Water Reuse,Active,2024-04-01,,SDG6,9
10598701,Water in the community,Active,2024-04-01,,SDG6,10
10157995,Water usage and care,Active,2024-04-01,,SDG6,7
10343400,Water usage and care,Active,2024-04-01,,SDG6,3
10201105,Water usage and care,Active,2024-04-01,,SDG6,4
10173494,Energy and the community,Active,2024-04-01,,SDG7,10
10006570,Energy and the community,Active,2024-04-01,,SDG7,11
10605397,Energy and the community,Active,2024-04-01,,SDG7,12
10584517,Energy and the community,Active,2024-04-01,,SDG7,13
10692736,Energy and the community,Active,2024-04-01,,SDG7,14
10394892,Energy use density,Active,2024-04-01,,SDG7,8
10769780,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,5
10827194,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,6
10380795,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,4
10093977,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,3
10782832,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,1
10402679,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,7
10041089,Energy use density,Active,2024-04-01,,SDG7,9
10849556,Campus measures towards affordable and clean energy,Active,2024-04-01,,SDG7,2
10328527,Campus Spin offs,Active,2024-04-01,,SDG9,2
10875311,Employment Practice,Active,2024-04-01,,SDG8,2
10982203,Employment Practice,Active,2024-04-01,,SDG8,3
10748397,Employment Practice,Active,2024-04-01,,SDG8,4
10942610,Research on economic growth and employment,Active,2024-04-01,,SDG8,1
10296213,Employment Practice,Active,2024-04-01,,SDG8,5
10512790,Community employment,Active,2024-04-01,,SDG8,7
10054364,Employment Practice,Active,2024-04-01,,SDG8,6
10725787,Research income from industry and commerce,Active,2024-04-01,,SDG9,3
10168900,"Research on industry, innovation and infrastructure",Active,2024-04-01,,SDG9,1
10171741,"Industry, Innovation, and Infrastructure in the community",Active,2024-04-01,,SDG9,4
10101835,Support of arts and heritage,Active,2024-04-01,,SDG11,2
10829294,Lifelong Learning Measures,Active,2024-04-01,,SDG4,4
10279679,Graduates,Active,2024-04-01,,SDG4,3
10596319,Lifelong Learning Measures,Active,2024-04-01,,SDG4,8
10157814,Graduates,Active,2024-04-01,,SDG4,2
10982639,Lifelong Learning Measures,Active,2024-04-01,,SDG4,7
10748473,Lifelong Learning Measures,Active,2024-04-01,,SDG4,5
10991609,Lifelong Learning Measures,Active,2024-04-01,,SDG4,6
10329225,Lifelong Learning Measures,Active,2024-04-01,,SDG4,9
10475480,Research on gender equality,Active,2024-04-01,,SDG5,1
10160945,First-Generation Female Students,Active,2024-04-01,,SDG5,2
10145401,Operational measures,Active,2024-04-01,,SDG12,8
10025826,Publication of a sustainability report,Active,2024-04-01,,SDG12,10
10019637,Water sensitive waste disposal,Active,2024-04-01,,SDG14,3
10053292,Supporting aquatic ecosystems through action,Active,2024-04-01,,SDG14,2
10048537,Sustainable use of land,Active,2024-04-01,,SDG15,4
10037707,Local and international partnerships,Active,2024-04-01,,SDG17,11
10023405,Disaster risk reduction management,Active,2024-04-01,,SDG13,5
